age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,balance_salary_ratio,products_per_tenure,digital_engagement_score,customer_value,revenue_at_risk,age_tenure_ratio,zero_balance_flag,single_product_flag,credit_engagement_mismatch,complaint_risk_score,low_digital_activity,financial_stress_flag,wealth_tier,age_group,churn_risk_score,priority_score,high_value_customer,high_churn_risk
-0.13754003,-0.036706243,-0.03609434,0.05373309,-0.23042874,1.0751255,-0.3254716,-0.23877686,0.16053876,0.046079457,-0.34204113,-0.17845751,0.4641183,-0.22181636,0.05503006,0.0010101661,0.015250301,1.383007,1.2078148,-0.057024308,0.12778582,0.13727419,-0.37786537,-0.039535947,-0.053814605,-0.04358739,0.0,0.183492,0.007230357,0.5647302,0.002653364,0.025312934,0.03108691,0.054364268,0.2899372,0.082283035,0.0,0.0010444367
-0.13368477,-0.0069106766,0.00028829655,0.010658332,1.5217612,-0.024410324,-0.37928024,-0.23759775,0.11325789,0.09832836,-0.43398106,-0.23720258,-0.048693035,-0.26246405,0.060830727,0.0041269423,-0.0051825284,1.3765815,1.315501,-0.027742729,0.0575806,0.07820977,-0.35124567,0.038453713,-0.16555753,-0.014918806,0.0,0.35176268,0.010412811,0.13260916,0.001982404,0.02506933,0.0090272855,0.104552545,0.20913815,0.059065167,0.0,0.02349613
-0.13848944,-0.030719223,-0.05835989,0.06377004,-0.19217941,1.0729376,-0.4430113,-0.1705266,0.075367235,0.13069284,-0.3545975,-0.20473064,0.46634078,-0.28295547,-0.028286444,0.63849545,0.09805189,1.3673347,1.1434456,-0.005340783,0.14686714,0.13329987,-0.46741775,-0.018513203,-0.101864435,0.009594785,0.0,0.29194456,0.008390133,0.55021566,0.0024541768,0.027738748,-0.036465548,0.0850991,0.2614459,0.084232226,0.0,0.023030518
-0.044416994,0.003624445,0.0521258,0.0258013,-0.06261497,-0.03166713,1.7311229,-0.24755089,0.098761156,0.093100466,-0.36047208,-0.20483765,-0.11687109,-0.240763,0.08624688,0.006131364,-0.015551851,1.1641763,1.1539103,-0.04976091,0.044107452,0.06571724,-0.3386603,0.012923604,-0.15860134,-0.07169644,0.0,0.25150222,0.011534261,0.14085121,0.0019554915,0.019249756,0.02203836,0.084496,0.17219742,0.10560135,0.0,0.02349613
-0.053564273,-0.054961324,-0.06839082,0.05880259,1.4452839,-0.02893063,-0.36803502,-0.1759772,0.0975722,0.12264387,-0.3233422,-0.200194,0.4849039,-0.19205217,0.11115627,0.6559891,0.045929264,1.3786303,1.2524388,-0.0018630832,0.08413196,0.046006553,-0.40151247,0.03942531,-0.06684581,0.0038345992,0.0,0.3517065,0.008482385,0.5989626,0.0029455554,0.027436413,-0.01320251,-0.16727749,0.17176418,0.068998516,0.0,0.02301714
-0.050325435,-0.088478625,-0.020992184,0.053332046,-0.37199783,1.0773718,-0.36049455,-0.25726044,0.13360968,0.03513797,-0.3081539,-0.1472821,0.45980203,-0.19928533,0.059130844,-0.00034814427,0.011951158,1.4049566,1.3565224,-0.05648011,0.13368607,0.16313119,-0.3615874,-0.020651886,-0.03402698,-0.087517254,0.0,0.18467471,0.00700267,0.58036923,0.0023874475,0.022717321,-0.036213636,-0.1301139,0.30472153,0.10374142,0.0,0.001021386
-0.050998226,-0.022016127,-0.036818616,0.059260644,1.182612,-0.025112322,1.5279957,-0.16978486,0.08527199,0.100272804,-0.27021125,-0.21951889,0.34959957,-0.19738738,0.08407571,0.0123275975,0.043894198,1.2181975,1.1784742,-0.048085153,0.10647444,0.01641237,-0.33251306,0.036358837,-0.07788985,-0.073108226,0.0,0.2807378,0.009775811,0.56613034,0.002270245,0.02034775,-0.040511582,-0.12645143,0.139154,0.06600949,0.0,0.02301714
-0.05787145,-0.011891082,0.060185265,0.038807392,1.2129105,-0.016333058,1.5090896,-0.21240872,0.10051183,0.08990062,-0.27260843,-0.21318616,0.35245323,-0.16540991,0.05810166,0.0086264415,0.06426996,1.2293309,1.1977949,-0.043780953,0.055386644,0.024713574,-0.34543005,0.03846275,-0.09495249,-0.064155474,0.0,0.28051627,0.009881032,0.570258,0.002270916,0.019487247,-0.010442375,-0.13638143,0.1424495,0.06312753,0.0,0.023019109
-0.036142975,-0.061940566,-0.063985385,0.09622564,-0.16078986,-0.033461723,1.6190778,-0.21488336,0.06971411,0.09098449,-0.2640089,-0.21493845,0.35368145,-0.2017505,0.08526813,0.6135728,-0.02164029,1.1806712,1.1109709,-0.05094759,0.10121274,0.08440026,-0.3861,0.0029089232,-0.099174075,-0.09629272,0.0,0.24606466,0.009486597,0.5717584,0.0024106265,0.019845882,-0.053786863,-0.06533367,0.15941904,0.09511025,0.0,0.02301714
-0.048086606,-0.03445335,0.016206829,0.0290763,1.4880556,-0.017792176,-0.3445824,-0.22623019,0.11233837,0.054229073,-0.3525372,-0.25513503,0.4846812,-0.18565996,0.06761219,0.005116597,0.08173309,1.4254475,1.4014122,-0.027451077,0.0716679,0.029749209,-0.40289232,0.03376317,-0.13124886,-0.004870197,0.0,0.34472758,0.008759582,0.604038,0.0025872318,0.024867892,-0.002496149,-0.061731897,0.20790069,0.053134497,0.0,0.023019109
-0.009806578,-0.003974582,-0.040099286,0.016183354,1.2472233,-0.027477551,1.5975231,-0.18860884,0.09466796,0.11837364,-0.29870906,-0.18089238,-0.083285324,-0.20805548,0.11999714,0.004831873,0.006862588,1.1992241,1.2326713,-0.045794565,0.04388931,0.005578465,-0.33318222,0.056541447,-0.10405089,-0.06824347,0.0,0.2832803,0.011194813,0.091930084,0.0018113444,0.02003752,-0.02246831,-0.1585544,0.11671488,0.094850145,0.0,0.023378698
-0.03271022,-0.0051865955,-0.06290845,0.037859697,-0.09280433,-0.024491942,1.7097406,-0.21382363,0.07145234,0.057939854,-0.28814805,-0.14898027,-0.14702366,-0.26604253,0.16295889,0.6063103,-0.10262836,1.1441882,1.1302173,-0.039894693,0.06696185,0.08076949,-0.40013194,0.008306161,-0.11281668,-0.029555926,0.0,0.25036275,0.011264353,0.10397822,0.0017307955,0.01954059,0.017174631,-0.15476327,0.14300555,0.12922382,0.0,0.023480782
-0.0898518,0.0034891025,-0.014331432,0.034431238,-0.15937123,-0.02170344,1.7582923,-0.20197205,0.07645644,-0.0053244038,-0.3950688,-0.23904568,-0.06272133,-0.26711935,-0.0788922,0.0046384376,-0.09782238,1.2078276,1.1466175,-0.038088202,0.096084915,0.1509127,-0.3665458,0.039832287,-0.25105023,-0.041428518,0.0,0.25305367,0.012071482,0.17492513,0.00164945,0.02026791,0.03520185,0.10406193,0.14593759,0.08459758,0.0,0.023507407
-0.13252841,-0.037306573,0.04042003,0.0643847,-0.33438528,-0.027406076,-0.35078773,-0.2551483,0.1700818,0.13527268,-0.3821404,-0.22510852,0.4984227,-0.21959499,0.11123371,0.6882594,-0.0012013522,1.3871869,1.1835511,0.01182287,0.10608919,0.14617537,-0.39413252,-0.042412348,-0.07706512,-0.018596034,0.0,0.18089178,0.0070634214,0.5996962,0.0034941467,0.022122888,-0.040830467,0.046703506,0.29580548,0.123315394,0.0,0.0010367337
-0.07700787,-0.022222523,-0.03505693,0.051378883,-0.19019464,-0.007215341,-0.2893999,-0.22933844,0.21147579,0.102582015,-0.30394804,-0.1625665,0.47114155,-0.2468014,0.0955802,0.009416942,0.02009073,1.4095964,1.2054161,-0.06819898,0.18591066,0.05413112,-0.342558,-0.022189654,-0.033589598,0.05205362,0.0,0.18326998,0.0074952436,0.6129694,0.0030347644,0.025312934,0.028722115,0.05662327,0.29338264,0.087387204,0.0,0.0010444367
-0.078593396,-0.008236749,-0.058978364,0.025013296,1.5019732,-0.026778217,-0.37444752,-0.22673333,0.119176604,0.11986253,-0.38555905,-0.23258775,-0.10450442,-0.26350114,0.11394537,0.004847711,-0.0053415284,1.3552897,1.2866747,-0.03240699,0.040606506,0.03899437,-0.32400194,0.03874732,-0.11734311,-0.00887213,0.0,0.35169846,0.010424828,0.12723763,0.0021281957,0.02728957,0.013167884,0.085069574,0.20985825,0.07491684,0.0,0.023494162
-0.03399956,-0.0049375473,0.04254113,-0.018464373,-0.1959102,1.0735475,1.702203,-0.23834136,0.071034715,0.040188428,-0.31584892,-0.2107713,-0.08374923,-0.19220766,0.036186207,0.0010255685,0.01901046,1.1855049,1.2564921,-0.041884158,0.03291406,0.1188249,-0.4123683,0.013711799,-0.12727861,-0.075893804,0.0,0.2550709,0.010853202,0.11196532,0.0016829296,0.019248728,-0.05939251,-0.16603176,0.19383264,0.1234527,0.0,0.023380669
-0.022143142,-0.07674934,0.052619744,0.061171416,-0.13841322,-0.030983647,-0.45305964,-0.25947243,0.11867017,0.07491005,-0.31938696,-0.13435853,0.48214358,-0.21369633,0.06132701,0.68055195,0.034404177,1.3958969,1.2928641,-0.03271518,0.12500031,0.04763464,-0.44912705,-0.009711959,-0.09712829,-0.027932668,0.0,0.3000715,0.008568113,0.6145599,0.0028013866,0.02458458,-0.028368348,-0.16969761,0.24097034,0.089500755,0.0,0.023019109
-0.025906082,-0.013659622,0.044717167,0.025202861,1.1176523,1.0294557,1.4428486,-0.21296482,0.08744682,0.046454534,-0.2634284,-0.22527047,0.32840866,-0.16755018,0.0040215403,0.004815779,0.07399401,1.2102354,1.2023524,-0.048575804,0.072046496,0.0536763,-0.3488754,0.03771038,-0.08129069,-0.033195958,0.0,0.27645943,0.00941528,0.5379086,0.0020909593,0.019558957,-0.038478747,-0.1351264,0.1649407,0.050611015,0.0,0.023019109
-0.06436644,-0.049302515,-0.066462345,0.10883171,1.1738874,-0.02423245,1.5008142,-0.174145,0.11063023,0.12090581,-0.3167962,-0.2492955,0.3455331,-0.22779302,0.086427726,0.0127683375,0.0022195987,1.2059326,1.0706077,-0.047320683,0.10895676,0.056324136,-0.28979287,0.05257007,-0.09931449,-0.10271186,0.0,0.2793172,0.009777617,0.55445814,0.002328619,0.02035255,-0.042687092,0.05456392,0.1783887,0.08138487,0.0,0.023030518
-0.09545546,-0.041978553,-0.041047957,0.07157323,-0.20547964,-0.020088548,-0.29023853,-0.22924092,0.18806322,0.097298115,-0.34423402,-0.16599905,0.4885479,-0.27476633,0.106606446,0.005933755,0.030556979,1.4197503,1.2274222,-0.058892734,0.19214784,0.12206957,-0.34021103,-0.019062484,-0.047428355,-0.05867271,0.0,0.18323389,0.0072693615,0.5890436,0.002885058,0.025073867,-0.04383854,0.055231947,0.29419345,0.12117797,0.0,0.001034764
-0.08766442,-0.041813653,0.045491673,0.06048589,-0.20093825,-0.016612953,-0.3043844,-0.27609968,0.19853903,0.08674075,-0.3676082,-0.19521922,0.4907328,-0.25875357,0.05817281,0.0023048343,0.05806582,1.429556,1.2562599,-0.050710633,0.12753503,0.04192112,-0.36575016,-0.027397279,-0.06691534,-0.048943214,0.0,0.1830124,0.007445502,0.62452406,0.0030437484,0.022445397,-0.040829774,0.055578966,0.29361713,0.11573011,0.0,0.0010367337
-0.023921978,0.0032878027,-0.031097958,0.015862301,1.225518,-0.026633643,1.5766417,-0.19165333,0.092304945,0.12205088,-0.29307458,-0.20060252,-0.14450598,-0.21033856,0.1127166,0.0050168307,-0.015313526,1.1770473,1.2399721,-0.0467163,0.024979841,-0.015615853,-0.34419325,0.046418898,-0.103961736,-0.05183774,0.0,0.28189585,0.011420695,0.10337051,0.0019869064,0.019837659,0.006233491,-0.08467405,0.120579794,0.06910863,0.0,0.023480782
-0.11187409,-0.08608711,-0.046856456,0.09511389,-0.19521831,-0.023685403,-0.28997275,-0.23780924,0.18303497,0.10432253,-0.35073438,-0.20641266,0.48789424,-0.2486292,0.102560714,0.0048743607,0.008795436,1.4169923,1.2413586,-0.055265084,0.106737226,0.12241939,-0.31534418,-0.024534946,-0.046656072,-0.093992285,0.0,0.18323389,0.0072693615,0.59399855,0.0027780742,0.023052922,-0.043836735,0.048022944,0.29658228,0.12068784,0.0,0.001034764
-0.06540455,-0.06448459,-0.03139732,0.05004933,-0.20291676,-0.025590925,-0.33110076,-0.22207104,0.16992584,0.08080066,-0.31001318,-0.14813961,0.48602223,-0.1878141,0.08756131,0.66969717,-0.009811682,1.386729,1.259531,-0.058472853,0.13267125,0.13417724,-0.37060627,-0.029114785,-0.011530669,-0.008934924,0.0,0.18236816,0.007136202,0.6018139,0.0033066012,0.024814978,0.02394189,-0.14539205,0.30148742,0.10103808,0.0,0.0010310587
-0.073778436,-0.04098795,0.03850383,0.048415877,-0.08770591,-0.032657452,1.7342018,-0.24859886,0.079779394,0.107153244,-0.35990843,-0.21379335,-0.12641282,-0.27418393,0.10714015,0.0070294067,-0.035335258,1.1734862,1.1553044,-0.03979544,0.041294962,0.08414348,-0.32847956,0.015948376,-0.16523111,-0.11873393,0.0,0.25176498,0.011308379,0.14255165,0.0016988013,0.018958507,-0.037680347,0.080341786,0.2054391,0.11834526,0.0,0.023394046
-0.12557495,-0.009157059,-0.0012511404,0.022769038,-0.13646254,-0.036010623,1.7463886,-0.2415933,0.0749964,0.08555168,-0.37852648,-0.2689023,-0.11202114,-0.2288827,0.051009137,0.0051419074,-0.029682284,1.1605645,1.14168,-0.04187277,0.069413155,0.08518599,-0.38517222,0.010021221,-0.20681128,-0.08360589,0.0,0.2522192,0.011553297,0.1567597,0.0020405068,0.018490527,0.02173369,0.07281509,0.17594032,0.11186648,0.0,0.02349613
-0.017845197,-0.058124106,-0.034343794,0.017920095,-0.1583496,-0.01714833,-0.3690845,-0.18597819,0.15697606,0.13824673,-0.38737246,-0.10782614,-0.07779203,-0.2556454,0.034766015,0.6705732,0.08897106,1.3787308,1.3314604,-0.05466785,0.030476563,0.110202044,-0.3825349,-0.008800468,-0.056082953,-0.021090819,0.0,0.19924009,0.009809012,0.2031793,0.002570121,0.024537027,-0.04170064,-0.17687413,0.29876652,0.17083773,0.0,0.0013829459
-0.07744523,-0.0589292,-0.04940918,0.092774026,-0.13136573,-0.033525493,1.6282786,-0.20529342,0.06106627,0.085511096,-0.26427525,-0.20730044,0.35325554,-0.18379284,0.08963203,0.6133043,-0.05801625,1.1739361,1.0989665,-0.04753628,0.087775014,0.08919572,-0.3807523,-0.0047456776,-0.084873356,-0.09077871,0.0,0.2478202,0.009712479,0.55664814,0.002082712,0.02002195,0.018402394,-0.1328755,0.14359431,0.08020367,0.0,0.023119224
-0.0088754585,-0.020120181,-0.010005108,0.011083485,-0.04907282,-0.03380185,-0.44858083,-0.24205232,0.1070557,0.09572493,-0.35127023,-0.19188206,-0.13870499,-0.240739,0.1271803,0.0025836697,0.008636356,1.3767147,1.4362118,-0.03448295,0.030028887,0.096909545,-0.3846823,-0.0076273996,-0.11378525,-0.024365323,0.0,0.300285,0.0104164835,0.14921685,0.0020308904,0.02701697,0.019034237,-0.07337415,0.23839992,0.11253056,0.0,0.023480782
-0.08027539,-0.004797885,-0.053248093,0.013745111,-0.20459935,1.0857593,-0.5086897,-0.23713575,0.078470424,0.06815781,-0.4109894,-0.22237612,-0.1052808,-0.25222376,0.058769975,-0.0011002662,-0.01247568,1.3309827,1.2987511,-0.046471424,0.03204827,0.1426119,-0.36842042,-0.0021474725,-0.115625165,-0.031209355,0.0,0.300654,0.009977996,0.14747797,0.0018872132,0.02728957,0.021514855,0.082654946,0.2801695,0.086970724,0.0,0.023494162
-0.091670744,-0.049425226,-0.031608563,0.08550884,1.180891,-0.025136635,1.5221103,-0.18568183,0.07318044,0.10862937,-0.261481,-0.22069252,0.3490388,-0.20114852,0.0906089,0.013221028,-0.026618231,1.2094079,1.1806114,-0.050059855,0.09399817,0.0791879,-0.29671043,0.029339602,-0.06869032,-0.09925853,0.0,0.28077388,0.010001693,0.5385162,0.0020007044,0.020184306,0.008729822,-0.1286616,0.12552394,0.050726283,0.0,0.023119224
-0.12678581,-0.0113960095,-0.061127175,0.11689937,1.4304402,1.0718278,-0.40026096,-0.25902092,0.066228844,0.0641328,-0.37471342,-0.21471171,-0.028938988,-0.23004363,0.07160892,0.005717508,0.016785322,1.3320996,1.296089,-0.05140826,0.09666183,0.07294227,-0.38827664,0.034005348,-0.077789485,-0.036266796,0.0,0.34865287,0.009997192,0.09589681,0.0019850752,0.025047762,0.019286305,0.07357325,0.26300004,0.071288526,0.0,0.023494162
-0.03810992,-0.03335439,-0.05044358,0.11804931,1.5132521,-0.029138478,-0.39731562,-0.24167183,0.08950218,0.10974523,-0.33193678,-0.15886956,-0.13612406,-0.1904723,0.117060736,0.0046123494,0.0018466265,1.3547567,1.432629,-0.052230433,0.026168989,0.09582646,-0.36592293,0.043777883,-0.07873756,-0.041570228,0.0,0.3621866,0.01043568,0.09548111,0.0017915018,0.024138521,0.017560411,-0.16988267,0.21749878,0.10729324,0.0,0.023480782
-0.10267368,-0.0065463665,-0.110872,0.024257518,1.4024479,1.058017,-0.40599644,-0.20324367,0.081840865,0.061188374,-0.38826582,-0.22598147,-0.10341265,-0.2688051,0.08323479,0.6318138,-0.0059853164,1.3032516,1.217697,-0.04881004,0.044491738,0.09576058,-0.3737127,0.036606774,-0.10371694,-0.0038001193,0.0,0.34345463,0.0094628995,0.087508805,0.002524965,0.026727993,-0.029440602,0.07375613,0.22315112,0.055261154,0.0,0.023392078
-0.15950671,-0.032784317,-0.053995967,0.07497336,1.4547304,-0.029523062,-0.33006766,-0.20218053,0.11583727,0.14377,-0.35500315,-0.2563956,0.47876754,-0.23894036,0.10074343,0.013079245,0.024145445,1.3925153,1.1668969,0.010248816,0.09573393,0.12124609,-0.33187622,0.026013533,-0.090274975,-0.013298079,0.0,0.34469944,0.008999287,0.5670871,0.0024143355,0.02810173,0.013906443,0.06490751,0.2080544,0.06151447,0.0,0.023132602
-0.0055912505,-0.033531155,-0.023214469,0.0557486,-0.10843786,-0.024144758,-0.3981969,-0.22449145,0.103038676,0.091916725,-0.30210856,-0.16184182,0.48838863,-0.27755192,0.09590266,0.009574264,0.050835717,1.4147519,1.3416859,-0.03346981,0.20558651,0.052811295,-0.42085326,0.002346072,-0.08802734,-0.016158141,0.0,0.29295102,0.008771599,0.6143078,0.0024795868,0.027590062,-0.03296241,-0.04201304,0.2811876,0.085814655,0.0,0.02301714
-0.15721391,-0.032784317,-0.053978264,0.077036634,1.4527106,-0.029646056,-0.32841355,-0.20281245,0.11592034,0.10677084,-0.36105087,-0.25655654,0.47876763,-0.25367913,0.088562414,0.013988784,0.02412909,1.3943948,1.1807288,-0.036455505,0.10927219,0.11300089,-0.33235884,0.025364513,-0.09081529,-0.013185846,0.0,0.34469944,0.008999287,0.5666867,0.0024143355,0.02810173,0.013906443,0.06411706,0.22039464,0.062924564,0.0,0.023132602
-0.045857877,-0.059564974,-0.05962709,0.046954796,-0.08814847,-0.021403538,1.7557865,-0.2515801,0.08363813,0.08356996,-0.28018945,-0.15331154,-0.08151025,-0.2871195,0.2040784,0.005577084,-0.074419156,1.1906263,1.2318254,-0.036999706,0.0418698,0.0850942,-0.3628665,0.019582871,-0.12993711,-0.10522519,0.0,0.25353718,0.011327685,0.1122118,0.0016995546,0.019228937,-0.032572042,-0.056547094,0.18794031,0.12356476,0.0,0.023378698
-0.039071567,-0.07445857,0.0680161,0.029669864,1.4881488,-0.0152330985,-0.40006793,-0.24270737,0.1537315,0.09497656,-0.27249315,-0.123938136,0.5358079,-0.20372505,0.19768244,0.67165905,0.1161756,1.3989463,1.262474,-0.036800627,0.20030518,0.07990963,-0.38889956,0.051660683,-0.096322834,0.13299753,0.0,0.35475346,0.008833148,0.62426025,0.003467411,0.029640434,0.013391917,-0.13224298,0.187417,0.0024077613,0.0,0.023029022
-0.03726417,-0.089425415,-0.040508345,0.03668488,-0.19028424,-0.020668812,-0.31524786,-0.25010577,0.17441611,0.073184974,-0.2932978,-0.14760911,0.46764427,-0.2002098,0.07792112,0.0058639026,0.033224214,1.4356413,1.3703567,-0.061270647,0.08785428,0.05773922,-0.31481034,-0.04417724,-0.020528335,-0.0048092506,0.0,0.18598077,0.0072675557,0.63368326,0.0028919815,0.022919293,-0.05377133,-0.14179483,0.31007972,0.09380503,0.0,0.001021386
-0.09019766,-0.052353743,-0.04434367,0.084420964,1.1821789,-0.02578584,1.5007799,-0.19062285,0.065182656,0.117373064,-0.26347214,-0.23039144,0.3514037,-0.18232164,0.10216081,0.012805026,-0.0011708132,1.2161189,1.1857136,-0.047076594,0.07004952,0.07486583,-0.30292946,0.04055184,-0.08065443,-0.10556373,0.0,0.2793172,0.009775811,0.53838736,0.0021724876,0.020008238,-0.013862888,-0.061519615,0.14056462,0.06944014,0.0,0.02301714
-0.077994466,-0.07695399,-0.010919631,0.06810771,-0.2432013,1.0832654,-0.4858372,-0.22563325,0.08377327,0.053208686,-0.329713,-0.18340226,0.45373937,-0.20046073,0.057325087,0.005451285,0.023457428,1.3836343,1.3681355,-0.032511152,0.12389406,0.13449812,-0.42177105,0.0011132278,-0.06734655,-0.056539197,0.0,0.30363157,0.00853173,0.5698442,0.0018647318,0.023230618,0.019501355,-0.14946312,0.25960198,0.070883796,0.0,0.023119224
-0.02216402,-0.04667213,0.039309803,0.021475954,1.3698393,1.0506094,-0.40956736,-0.22092094,0.10362504,0.03382701,-0.32609206,-0.20457524,0.4548618,-0.18359903,-0.0026283246,0.6641607,0.07203314,1.3672252,1.2888399,-0.038010467,0.08630744,0.079544805,-0.4265941,0.034145053,-0.07341633,0.019446915,0.0,0.34742814,0.008102361,0.57154447,0.0027664145,0.024807943,-0.040706865,-0.1740874,0.19927214,0.054983284,0.0,0.023019109
-0.10476812,-0.023702145,-0.06945655,0.038467154,1.5091518,-0.030340534,-0.37123516,-0.22021963,0.108485445,0.16271652,-0.407103,-0.22063583,-0.03908922,-0.2555903,0.1432335,0.005791142,0.017139101,1.3716697,1.2772769,0.010256812,0.044344347,0.11304309,-0.3397586,0.04667766,-0.12163314,-0.047109596,0.0,0.35202694,0.010198946,0.12638599,0.001979914,0.027595162,-0.022000223,0.08151436,0.2316367,0.09778579,0.0,0.023392078
