customer_id,age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,joining_date,last_transaction_date,churn,balance_salary_ratio,products_per_tenure,digital_engagement_score,customer_value,revenue_at_risk,age_tenure_ratio,zero_balance_flag,single_product_flag,credit_engagement_mismatch,complaint_risk_score,low_digital_activity,financial_stress_flag,wealth_tier,age_group,churn_risk_score,priority_score,high_value_customer,high_churn_risk,churn_probability,recoverable_revenue,customer_lifetime_value,risk_tier,recommended_action,recommendation_reason,expected_impact
Cust00011,36.0,Female,Pune,4.0,2.0,0.0,1.0,774.0,120618.41,66665.36,55.0,3939.73,2.0,296.0,26.0,0.0,5.0,0.0,0.0,0.349,2018-06-07,2024-03-13,0.0,1.8092844727085744,0.4,35.52,0.0869,3518.43,7.2,0,0,0,59.2,0,0,Mid,Mid-Career,0.0,0.000357,0,0,0.2809,345.91,52895.31,Low Risk,Digital Re-engagement Campaign,Low digital activity indicates disengagement,Medium
Cust00012,36.0,Male,Mumbai,3.0,1.0,1.0,1.0,650.0,90307.24,155381.59,4.0,5785.67,0.0,73.0,4.0,1.0,9.0,0.0,0.0,0.349,2018-08-30,2024-04-14,0.0,0.5811927835673225,0.25,80.08,0.0499,2885.53,9.0,0,1,0,0.0,0,0,Premium,Mid-Career,15.0,5.1e-05,0,0,0.0848,85.64,73137.26,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00013,45.0,Female,Delhi,13.0,2.0,1.0,0.0,650.0,52595.86,81423.08,40.0,7564.71,1.0,335.0,1.0,1.0,27.0,0.0,0.0,0.349,2023-10-30,2021-06-09,0.0,0.6459496994009635,0.1428571428571428,45.02,0.099,2253.26,3.2142857142857144,0,0,0,33.5,0,0,Mid,Mid-Career,25.0,0.000407,0,0,0.439,346.21,94354.4,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00014,18.0,Male,Hyderabad,1.0,1.0,1.0,0.0,679.0,383133.7,90827.44,26.0,7893.83,3.0,444.0,37.0,1.0,20.0,0.0,0.0,0.349,2023-10-10,2025-03-17,0.0,4.218212929782786,0.5,45.74,0.0535,8504.92,9.0,0,1,0,133.2,0,0,Mid,Young,60.0,0.000656,0,1,0.3466,1031.73,107219.97,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00015,20.0,Male,Mumbai,11.0,4.0,1.0,1.0,683.0,56349.46,50642.58,59.0,7951.22,0.0,204.0,30.0,1.0,28.0,1.0,1.0,0.598,2017-08-19,2025-01-28,1.0,1.112667390417502,0.3333333333333333,80.6,0.1702,3009.07,1.6666666666666667,0,0,0,0.0,0,1,Mid,Young,15.0,0.001642,0,0,0.7705,811.47,101105.12,High Risk,Flexible EMI / Loan Restructuring Offer,Customer shows financial stress indicators,Medium
Cust00016,35.0,Male,Bangalore,2.0,1.0,0.0,1.0,656.0,9016.83,62475.52,9.0,3045.26,0.0,195.0,41.0,1.0,11.0,0.0,0.0,0.349,2020-05-07,2024-02-15,1.0,0.1443234994522742,0.3333333333333333,60.82,0.0429,860.69,11.666666666666666,0,1,0,0.0,0,0,Mid,Mid-Career,25.0,0.000106,0,0,0.6879,207.22,37813.62,High Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00017,29.0,Female,Kolkata,5.0,1.0,0.0,1.0,664.0,137855.22,135453.04,46.0,7572.76,0.0,663.0,39.0,1.0,0.0,1.0,1.0,0.153,2016-12-23,2022-12-19,1.0,1.0177268983634595,0.1666666666666666,60.78,0.0537,3774.64,4.833333333333333,0,1,0,0.0,0,0,High,Young,15.0,0.000758,0,0,0.8992,1187.95,96008.78,Critical,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00018,46.0,Female,Chennai,7.0,1.0,0.0,0.0,650.0,19081.01,79531.78,13.0,11418.15,2.0,503.0,49.0,1.0,22.0,0.0,0.0,0.349,2023-12-21,2022-09-13,0.0,0.2399137814621845,0.125,25.98,0.0517,1213.93,5.75,0,1,0,100.6,0,0,Mid,Senior,40.0,0.000116,0,0,0.4437,188.52,138590.23,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00019,42.0,Female,Hyderabad,13.0,1.0,1.0,1.0,730.0,99941.49,72162.87,5.0,14361.27,0.0,396.0,29.0,0.0,2.0,0.0,0.0,0.349,2018-04-17,2023-04-27,0.0,1.3849242009886666,0.0714285714285714,55.58,0.063,2831.09,3.0,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,8.7e-05,0,0,0.1176,116.53,176333.48,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00020,42.0,Female,Chennai,7.0,1.0,0.0,1.0,709.0,15776.26,75305.64,53.0,12922.09,0.0,194.0,52.0,1.0,26.0,0.0,0.0,0.349,2023-07-13,2023-08-12,0.0,0.209493611718701,0.125,61.04,0.0515,1145.97,5.25,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,6.3e-05,0,0,0.2572,103.16,156538.37,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00021,61.0,Male,Mumbai,4.0,1.0,1.0,1.0,650.0,1361.71,176815.31,61.0,7696.12,0.0,412.0,44.0,1.0,2.0,0.0,0.0,0.349,2016-11-27,2024-06-11,0.0,0.0077012691872146,0.2,80.88,0.0496,1211.46,12.2,0,1,0,0.0,0,0,Premium,Retired,25.0,3.9e-05,0,0,0.1564,66.32,93394.29,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00022,39.0,Male,Ahmedabad,8.0,2.0,1.0,1.0,569.0,13929.09,76592.3,5.0,7208.45,0.0,16.0,38.0,1.0,18.0,1.0,1.0,0.212,2021-06-17,2024-09-11,1.0,0.1818578126285197,0.2222222222222222,80.76,0.0902,1457.04,4.333333333333333,0,0,0,0.0,0,0,Mid,Mid-Career,0.0,0.000375,0,0,0.6859,349.78,88919.27,High Risk,Standard Retention Email Campaign,Low-risk customer requiring periodic engagement,Low
Cust00023,43.0,Male,Kolkata,9.0,1.0,0.0,1.0,630.0,37855.25,41796.93,76.0,14215.23,3.0,197.0,18.0,1.0,0.0,0.0,0.0,0.349,2019-11-24,2023-11-26,0.0,0.9056728407363714,0.1,60.36,0.0542,1466.45,4.3,0,1,0,59.1,0,0,Low,Mid-Career,25.0,1.2e-05,0,0,0.0356,18.27,172718.42,Low Risk,Priority Complaint Resolution + Follow-up,Repeated complaints strongly linked to churn,High
Cust00024,23.0,Male,Mumbai,13.0,3.0,0.0,0.0,709.0,9019.3,48785.96,40.0,7450.64,0.0,476.0,3.0,1.0,0.0,0.0,0.0,0.349,2016-02-08,2021-02-13,1.0,0.1848711212996259,0.2142857142857142,25.06,0.1342,1650.04,1.6428571428571428,0,0,1,0.0,0,0,Low,Young,35.0,0.00061,0,0,0.6622,382.43,92678.26,High Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00025,35.0,Female,Delhi,12.0,2.0,1.0,0.0,662.0,17619.73,106230.24,1.0,12335.59,0.0,292.0,26.0,1.0,7.0,1.0,0.0,0.453,2015-11-20,2023-01-22,0.0,0.16586203832319,0.1538461538461538,45.52,0.0975,1700.67,2.6923076923076925,0,0,0,0.0,0,0,High,Mid-Career,25.0,0.000176,0,0,0.2548,151.67,150555.67,Low Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00026,43.0,Female,Mumbai,2.0,3.0,0.0,1.0,599.0,115726.46,17860.75,35.0,7854.52,1.0,579.0,8.0,1.0,15.0,0.0,0.0,0.349,2023-02-19,2021-06-03,0.0,6.4790101753747535,1.0,60.16,0.1199,3664.52,14.333333333333334,0,0,0,57.9,0,0,Low,Mid-Career,10.0,0.000415,0,0,0.227,291.15,100726.03,Low Risk,Standard Retention Email Campaign,Low-risk customer requiring periodic engagement,Low
Cust00027,27.0,Female,Delhi,15.0,1.0,1.0,1.0,671.0,117533.6,93023.32,28.0,100.0,1.0,460.0,28.0,0.0,15.0,0.0,0.0,0.349,2023-11-01,2024-02-04,0.0,1.263471745883227,0.0625,55.56,0.0664,3123.77,1.6875,0,1,0,46.0,0,0,Mid,Young,15.0,0.000111,0,0,0.1283,140.27,5726.01,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00028,47.0,Female,Bangalore,14.0,1.0,1.0,1.0,624.0,136075.25,46047.3,51.0,11320.1,0.0,395.0,6.0,1.0,3.0,0.0,0.0,0.349,2021-09-16,2021-03-02,0.0,2.95505480115444,0.0666666666666666,80.12,0.0645,3418.9,3.1333333333333333,0,1,0,0.0,0,0,Low,Senior,15.0,0.000216,0,0,0.2351,281.32,140923.46,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00029,34.0,Male,Chennai,6.0,2.0,0.0,1.0,720.0,56349.46,10000.0,66.0,12831.27,0.0,363.0,41.0,0.0,11.0,0.0,0.0,0.349,2020-09-21,2022-02-16,0.0,5.634382561743825,0.2857142857142857,35.82,0.0866,2095.3,4.857142857142857,0,0,0,0.0,0,0,Low,Mid-Career,0.0,0.000168,0,0,0.2226,163.24,157665.72,Low Risk,Digital Re-engagement Campaign,Low digital activity indicates disengagement,Medium
Cust00030,38.0,Male,Pune,14.0,1.0,1.0,1.0,677.0,43638.32,35797.11,23.0,6359.66,0.0,663.0,51.0,1.0,3.0,0.0,0.0,0.349,2023-01-18,2022-04-04,0.0,1.2190118416866145,0.0666666666666666,81.02,0.0612,1479.55,2.533333333333333,0,1,0,0.0,0,0,Low,Mid-Career,15.0,4.6e-05,0,0,0.1228,63.59,78625.07,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00031,34.0,Female,,12.0,1.0,1.0,0.0,625.0,161723.8,76101.35,69.0,2213.55,0.0,322.0,4.0,1.0,10.0,0.0,0.0,0.349,2019-05-10,2023-06-13,1.0,2.125082865378007,0.0769230769230769,45.08,0.0628,3961.02,2.6153846153846154,0,1,0,0.0,0,0,Mid,Mid-Career,40.0,0.000758,0,0,0.7328,1015.92,32414.31,High Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00032,66.0,,,5.0,3.0,1.0,1.0,669.0,59713.18,130806.7,33.0,15607.98,1.0,214.0,30.0,0.0,26.0,1.0,0.0,0.649,2017-05-30,2021-01-24,0.0,0.4564959096444628,0.5,55.6,0.1267,3073.57,11.0,0,0,0,21.4,0,1,High,Retired,25.0,0.000572,0,0,0.3532,379.95,192087.16,Medium Risk,Flexible EMI / Loan Restructuring Offer,Customer shows financial stress indicators,Medium
Cust00033,42.0,Male,Pune,14.0,2.0,0.0,1.0,755.0,50880.44,111533.18,79.0,7270.72,0.0,531.0,38.0,1.0,3.0,0.0,0.0,0.349,2020-04-27,2022-11-06,0.0,0.4561869733565083,0.1333333333333333,60.76,0.1014,2336.45,2.8,0,0,0,0.0,0,0,High,Mid-Career,0.0,8.2e-05,0,0,0.0828,67.71,90775.05,Low Risk,Standard Retention Email Campaign,Low-risk customer requiring periodic engagement,Low
Cust00034,28.0,Male,Pune,0.0,1.0,1.0,0.0,604.0,101420.15,63252.39,65.0,6281.11,2.0,617.0,33.0,1.0,15.0,1.0,0.0,0.193,2021-06-16,2023-08-12,0.0,1.6033946955254097,1.0,45.66,0.0428,2744.22,28.0,0,1,0,123.4,0,0,Mid,Young,50.0,0.000111,0,0,0.2276,218.6,79415.92,Low Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00035,53.0,Male,Mumbai,3.0,2.0,0.0,0.0,682.0,19245.4,113887.48,24.0,10244.36,1.0,221.0,40.0,1.0,15.0,0.0,0.0,0.349,2021-02-11,2021-04-01,0.0,0.1689846066959538,0.5,25.8,0.0842,1742.9,13.25,0,0,0,22.1,0,0,High,Senior,25.0,0.000211,0,0,0.346,211.07,125509.68,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00036,26.0,Male,Hyderabad,5.0,1.0,1.0,0.0,644.0,124660.57,60728.81,9.0,21681.52,0.0,168.0,19.0,1.0,16.0,1.0,0.0,0.251,2020-06-06,2023-06-16,0.0,2.052708052272846,0.1666666666666666,45.38,0.0517,3352.94,4.333333333333333,0,1,0,0.0,0,0,Mid,Young,40.0,0.000261,0,0,0.3614,424.11,264918.06,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00037,45.0,Female,Bangalore,15.0,2.0,0.0,0.0,684.0,44894.58,16339.54,63.0,10420.56,0.0,176.0,28.0,1.0,20.0,0.0,0.0,0.349,2021-12-05,2023-08-29,0.0,2.747435519266805,0.125,25.56,0.0999,1867.46,2.8125,0,0,0,0.0,0,0,Low,Mid-Career,25.0,0.000342,0,0,0.4406,287.98,128393.56,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00038,18.0,Female,Kolkata,10.0,1.0,1.0,1.0,598.0,10892.65,75843.51,35.0,8891.27,0.0,363.0,11.0,1.0,8.0,0.0,0.0,0.349,2019-05-11,2024-12-11,0.0,0.1436181735500697,0.0909090909090909,80.22,0.0557,1010.14,1.6363636363636365,0,1,0,0.0,0,0,Mid,Young,15.0,2e-05,0,0,0.0849,30.02,108022.02,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00039,25.0,Female,Hyderabad,5.0,1.0,1.0,1.0,659.0,7888279.33,14762.64,61.0,8348.9,0.0,710.0,27.0,0.0,1.0,0.0,0.0,0.349,2015-10-15,2023-11-30,0.0,534.304502819088,0.1666666666666666,55.54,0.2766,158308.13,4.166666666666667,0,1,0,0.0,0,0,Low,Young,15.0,0.016506,0,0,0.0906,5019.95,337835.18,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00040,45.0,Female,Delhi,10.0,1.0,1.0,1.0,739.0,14416.95,106656.33,16.0,16270.53,3.0,443.0,39.0,1.0,7.0,0.0,0.0,0.349,2023-02-16,2023-03-15,0.0,0.135170737913653,0.0909090909090909,80.78,0.0572,1277.67,4.090909090909091,0,1,0,132.9,0,0,High,Mid-Career,25.0,7.3e-05,0,0,0.2398,107.23,196678.87,Low Risk,Priority Complaint Resolution + Follow-up,Repeated complaints strongly linked to churn,High
Cust00041,52.0,Male,Kolkata,13.0,2.0,1.0,1.0,575.0,176999.62,107235.2,72.0,10636.62,0.0,489.0,37.0,1.0,0.0,0.0,0.0,0.349,2015-02-15,2021-01-22,0.0,1.650558486779651,0.1428571428571428,80.74,0.1036,4875.3,3.7142857142857135,0,0,0,0.0,0,0,High,Senior,0.0,0.000295,0,0,0.1405,239.74,134949.43,Low Risk,Standard Retention Email Campaign,Low-risk customer requiring periodic engagement,Low
Cust00042,44.0,Male,Ahmedabad,14.0,2.0,1.0,0.0,544.0,376291.67,4540041.81,72.0,12319.08,2.0,453.0,27.0,0.0,19.0,0.0,0.0,0.349,2017-06-23,2023-08-06,1.0,0.0828828462082277,0.1333333333333333,20.54,0.2524,26609.19,2.933333333333333,0,0,0,90.6,0,0,,Mid-Career,25.0,0.021056,0,0,0.7535,7017.51,161117.71,High Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00043,40.0,Female,Ahmedabad,11.0,2.0,1.0,1.0,547.0,35325.58,80823.9,23.0,9519.65,0.0,110.0,10.0,1.0,22.0,0.0,0.0,0.349,2018-05-04,2021-02-07,0.0,0.4370630832825033,0.1666666666666666,80.2,0.0956,1925.0,3.333333333333333,0,0,0,0.0,0,0,Mid,Mid-Career,0.0,0.000267,0,0,0.3489,235.07,117295.57,Medium Risk,Standard Retention Email Campaign,Low-risk customer requiring periodic engagement,Low
Cust00044,38.0,Male,Pune,11.0,1.0,1.0,1.0,556.0,27641.15,80441.97,62.0,10679.29,0.0,556.0,8.0,1.0,7.0,0.0,0.0,0.349,2015-03-01,2024-08-29,0.0,0.3436117537679178,0.0833333333333333,80.16,0.0579,1381.38,3.1666666666666665,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,3.7e-05,0,0,0.1112,53.76,129980.71,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00045,23.0,Female,Hyderabad,2.0,1.0,1.0,0.0,698.0,19750.95,109878.54,44.0,6608.02,1.0,27.0,30.0,1.0,13.0,0.0,0.0,0.349,2021-10-06,2021-10-24,0.0,0.179750934523388,0.3333333333333333,45.6,0.0449,1300.61,7.666666666666667,0,1,0,2.7,0,0,High,Young,50.0,9e-05,0,0,0.3698,168.34,80888.77,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00046,33.0,M,Hyderabad,5.0,1.0,1.0,0.0,538.0,138898.33,25197.27,40.0,8846.63,1.0,143.0,23.0,0.0,6.0,0.0,0.0,0.349,2018-01-22,2023-02-21,0.0,5.512216910129147,0.1666666666666666,20.46,0.0503,3367.22,5.5,0,1,0,14.3,0,0,Low,Mid-Career,40.0,0.000163,0,0,0.2312,272.48,111326.51,Low Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00047,36.0,Male,Mumbai,11.0,2.0,0.0,0.0,626.0,18777.57,98979.5,63.0,4569.39,0.0,418.0,37.0,1.0,14.0,0.0,0.0,0.349,2020-11-09,2022-07-01,0.0,0.1897097913225332,0.1666666666666666,25.74,0.0954,1617.16,3.0,0,0,0,0.0,0,0,Mid,Mid-Career,25.0,0.000299,0,0,0.4659,263.7,57396.01,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00048,56.0,Male,Pune,8.0,2.0,0.0,1.0,699.0,206256.69,22329.23,11.0,5459.86,3.0,565.0,52.0,1.0,8.0,1.0,0.0,0.5,2019-10-27,2021-12-09,1.0,9.23665766093766,0.2222222222222222,61.04,0.094,5069.05,6.222222222222222,0,0,0,169.5,0,0,Low,Senior,20.0,0.0007,0,0,0.3532,626.64,73706.02,Medium Risk,Priority Complaint Resolution + Follow-up,Repeated complaints strongly linked to churn,High
Cust00049,46.0,Male,Chennai,5.0,3.0,0.0,0.0,683.0,88053.24,106087.55,68.0,8073.02,0.0,539.0,12.0,1.0,9.0,0.0,0.0,0.349,2015-02-24,2022-03-16,0.0,0.8299975822084475,0.5,25.24,0.1264,3466.15,7.666666666666667,0,0,0,0.0,0,0,High,Senior,25.0,0.000796,0,0,0.4366,529.66,102517.84,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00050,19.0,Male,Delhi,11.0,1.0,1.0,1.0,619.0,181941.42,117507.9,75.0,4482.02,0.0,404.0,21.0,1.0,17.0,0.0,0.0,0.349,2023-01-30,2021-02-11,0.0,1.5483203399912688,0.0833333333333333,80.42,0.0633,4553.68,1.5833333333333333,0,1,0,0.0,0,0,High,Young,15.0,0.000178,0,0,0.1486,236.84,60242.48,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
Cust00051,46.0,Female,Delhi,8.0,1.0,0.0,0.0,665.0,64596.67,48216.34,8.0,8652.52,0.0,597.0,23.0,1.0,7.0,0.0,0.0,0.349,2020-06-30,2022-02-15,0.0,1.3396979178030144,0.1111111111111111,25.46,0.0534,1971.32,5.111111111111111,0,1,0,0.0,0,0,Low,Senior,40.0,0.000158,0,0,0.3617,249.56,106768.14,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00052,37.0,Male,Ahmedabad,8.0,3.0,1.0,0.0,659.0,93870.28,123765.15,49.0,6161.85,1.0,363.0,19.0,1.0,8.0,0.0,0.0,0.349,2018-03-23,2023-05-28,0.0,0.7584487357811486,0.3333333333333333,45.38,0.1315,3634.08,4.111111111111111,0,0,0,36.3,0,0,High,Mid-Career,25.0,0.001197,0,0,0.6019,765.57,79758.31,High Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00053,33.0,Female,Kolkata,1.0,4.0,1.0,0.0,632.0,77292.72,12038.68,72.0,2379.39,0.0,2.0,41.0,1.0,13.0,0.0,0.0,0.349,2018-01-11,2021-09-10,1.0,6.41983175632575,2.0,45.82,0.1543,3217.8,16.5,0,0,0,0.0,0,0,Low,Mid-Career,35.0,0.00192,0,0,0.9295,1046.83,34871.46,Critical,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00054,50.0,Female,Hyderabad,3.0,1.0,1.0,0.0,633.0,142321.1,118983.34,8.0,9138.77,0.0,643.0,29.0,1.0,3.0,0.0,0.0,0.349,2017-02-18,2022-12-27,0.0,1.1961330373391994,0.25,45.58,0.0504,3813.74,12.5,0,1,0,0.0,0,0,High,Senior,40.0,0.000449,0,0,0.5609,748.69,114934.87,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00055,55.0,Female,Mumbai,8.0,1.0,1.0,0.0,829.0,144563.24,132538.25,71.0,11877.32,0.0,506.0,36.0,1.0,20.0,0.0,0.0,0.349,2016-03-14,2022-06-26,0.0,1.0907202206138935,0.1111111111111111,45.72,0.0586,3940.19,6.111111111111111,0,1,1,0.0,0,0,High,Senior,50.0,0.000411,0,0,0.4275,589.55,147864.74,Medium Risk,Loyalty Rewards / Cashback Activation Offer,Inactive customers are more likely to churn,High
Cust00056,54.0,,Bangalore,14.0,1.0,0.0,1.0,715.0,71287.47,88832.61,34.0,1423.88,0.0,152.0,28.0,1.0,8.0,0.0,0.0,0.349,2015-11-12,2023-01-08,0.0,0.8024830917036919,0.0666666666666666,60.56,0.0635,2195.32,3.6,0,1,0,0.0,0,0,Mid,Senior,15.0,0.000109,0,0,0.1879,144.38,20225.18,Low Risk,Cross-Sell Credit Card or Investment Product,Single-product customers churn significantly more,Medium
