customer_id,age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,joining_date,last_transaction_date,churn,balance_salary_ratio,products_per_tenure,digital_engagement_score,customer_value,revenue_at_risk,age_tenure_ratio,zero_balance_flag,single_product_flag,credit_engagement_mismatch,complaint_risk_score,low_digital_activity,financial_stress_flag,wealth_tier,age_group,churn_risk_score,priority_score,high_value_customer,high_churn_risk
Cust00030,38.0,Male,Pune,14.0,1.0,1.0,1.0,677.0,43638.32,35797.11,23.0,6359.66,0.0,663.0,51.0,1.0,3.0,0.0,0.0,0.349,2023-01-18,2022-04-04,0.0,1.2190118416866143,0.06666666666666667,81.02,0.0612,1479.55,2.533333333333333,0,1,0,0.0,0,0,Low,Mid-Career,15.0,5.66,0,0
Cust00031,34.0,Female,,12.0,1.0,1.0,0.0,625.0,161723.8,76101.35,69.0,2213.55,0.0,322.0,4.0,1.0,10.0,0.0,0.0,0.349,2019-05-10,2023-06-13,1.0,2.125082865378007,0.07692307692307693,45.08,0.0628,3961.02,2.6153846153846154,0,1,0,0.0,0,0,Mid,Mid-Career,40.0,6.07,0,0
Cust00032,66.0,,,5.0,3.0,1.0,1.0,669.0,59713.18,130806.7,33.0,15607.98,1.0,214.0,30.0,0.0,26.0,1.0,0.0,0.649,2017-05-30,2021-01-24,0.0,0.45649590964446285,0.5,55.6,0.1267,3073.57,11.0,0,0,0,21.4,0,1,High,Retired,25.0,14.98,0,0
Cust00033,42.0,Male,Pune,14.0,2.0,0.0,1.0,755.0,50880.44,111533.18,79.0,7270.72,0.0,531.0,38.0,1.0,3.0,0.0,0.0,0.349,2020-04-27,2022-11-06,0.0,0.4561869733565083,0.13333333333333333,60.76,0.1014,2336.45,2.8,0,0,0,0.0,0,0,High,Mid-Career,0.0,236.92,0,0
Cust00034,28.0,Male,Pune,0.0,1.0,1.0,0.0,604.0,101420.15,63252.39,65.0,6281.11,2.0,617.0,33.0,1.0,15.0,1.0,0.0,0.193,2021-06-16,2023-08-12,0.0,1.6033946955254097,1.0,45.66,0.0428,2744.22,28.0,0,1,0,123.4,0,0,Mid,Young,50.0,2.3,0,0
Cust00035,53.0,Male,Mumbai,3.0,2.0,0.0,0.0,682.0,19245.4,113887.48,24.0,10244.36,1.0,221.0,40.0,1.0,15.0,0.0,0.0,0.349,2021-02-11,2021-04-01,0.0,0.1689846066959538,0.5,25.8,0.0842,1742.9,13.25,0,0,0,22.1,0,0,High,Senior,25.0,5.64,0,0
Cust00036,26.0,Male,Hyderabad,5.0,1.0,1.0,0.0,644.0,124660.57,60728.81,9.0,21681.52,0.0,168.0,19.0,1.0,16.0,1.0,0.0,0.251,2020-06-06,2023-06-16,0.0,2.052708052272846,0.16666666666666666,45.38,0.0517,3352.94,4.333333333333333,0,1,0,0.0,0,0,Mid,Young,40.0,4.23,0,0
Cust00037,45.0,Female,Bangalore,15.0,2.0,0.0,0.0,684.0,44894.58,16339.54,63.0,10420.56,0.0,176.0,28.0,1.0,20.0,0.0,0.0,0.349,2021-12-05,2023-08-29,0.0,2.747435519266805,0.125,25.56,0.0999,1867.46,2.8125,0,0,0,0.0,0,0,Low,Mid-Career,25.0,7.18,0,0
Cust00038,18.0,Female,Kolkata,10.0,1.0,1.0,1.0,598.0,10892.65,75843.51,35.0,8891.27,0.0,363.0,11.0,1.0,8.0,0.0,0.0,0.349,2019-05-11,2024-12-11,0.0,0.14361817355006976,0.09090909090909091,80.22,0.0557,1010.14,1.6363636363636365,0,1,0,0.0,0,0,Mid,Young,15.0,3.52,0,0
Cust00039,25.0,Female,Hyderabad,5.0,1.0,1.0,1.0,659.0,7888279.33,14762.64,61.0,8348.9,0.0,710.0,27.0,0.0,1.0,0.0,0.0,0.349,2015-10-15,2023-11-30,0.0,534.304502819088,0.16666666666666666,55.54,0.2766,158308.13,4.166666666666667,0,1,0,0.0,0,0,Low,Young,15.0,2736.75,0,0
Cust00040,45.0,Female,Delhi,10.0,1.0,1.0,1.0,739.0,14416.95,106656.33,16.0,16270.53,3.0,443.0,39.0,1.0,7.0,0.0,0.0,0.349,2023-02-16,2023-03-15,0.0,0.135170737913653,0.09090909090909091,80.78,0.0572,1277.67,4.090909090909091,0,1,0,132.9,0,0,High,Mid-Career,25.0,2.81,0,0
Cust00041,52.0,Male,Kolkata,13.0,2.0,1.0,1.0,575.0,176999.62,107235.2,72.0,10636.62,0.0,489.0,37.0,1.0,0.0,0.0,0.0,0.349,2015-02-15,2021-01-22,0.0,1.650558486779651,0.14285714285714285,80.74,0.1036,4875.3,3.7142857142857144,0,0,0,0.0,0,0,High,Senior,0.0,505.08,0,0
Cust00042,44.0,Male,Ahmedabad,14.0,2.0,1.0,0.0,544.0,376291.67,4540041.81,72.0,12319.08,2.0,453.0,27.0,0.0,19.0,0.0,0.0,0.349,2017-06-23,2023-08-06,1.0,0.08288284620822772,0.13333333333333333,20.54,0.2524,26609.19,2.933333333333333,0,0,0,90.6,0,0,,Mid-Career,25.0,258.31,0,0
Cust00043,40.0,Female,Ahmedabad,11.0,2.0,1.0,1.0,547.0,35325.58,80823.9,23.0,9519.65,0.0,110.0,10.0,1.0,22.0,0.0,0.0,0.349,2018-05-04,2021-02-07,0.0,0.4370630832825033,0.16666666666666666,80.2,0.0956,1925.0,3.3333333333333335,0,0,0,0.0,0,0,Mid,Mid-Career,0.0,184.03,0,0
Cust00044,38.0,Male,Pune,11.0,1.0,1.0,1.0,556.0,27641.15,80441.97,62.0,10679.29,0.0,556.0,8.0,1.0,7.0,0.0,0.0,0.349,2015-03-01,2024-08-29,0.0,0.3436117537679178,0.08333333333333333,80.16,0.0579,1381.38,3.1666666666666665,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,5.0,0,0
Cust00045,23.0,Female,Hyderabad,2.0,1.0,1.0,0.0,698.0,19750.95,109878.54,44.0,6608.02,1.0,27.0,30.0,1.0,13.0,0.0,0.0,0.349,2021-10-06,2021-10-24,0.0,0.17975093452338808,0.3333333333333333,45.6,0.0449,1300.61,7.666666666666667,0,1,0,2.7,0,0,High,Young,50.0,1.15,0,0
Cust00046,33.0,M,Hyderabad,5.0,1.0,1.0,0.0,538.0,138898.33,25197.27,40.0,8846.63,1.0,143.0,23.0,0.0,6.0,0.0,0.0,0.349,2018-01-22,2023-02-21,0.0,5.512216910129147,0.16666666666666666,20.46,0.0503,3367.22,5.5,0,1,0,14.3,0,0,Low,Mid-Career,40.0,4.13,0,0
Cust00047,36.0,Male,Mumbai,11.0,2.0,0.0,0.0,626.0,18777.57,98979.5,63.0,4569.39,0.0,418.0,37.0,1.0,14.0,0.0,0.0,0.349,2020-11-09,2022-07-01,0.0,0.1897097913225332,0.16666666666666666,25.74,0.0954,1617.16,3.0,0,0,0,0.0,0,0,Mid,Mid-Career,25.0,5.93,0,0
Cust00048,56.0,Male,Pune,8.0,2.0,0.0,1.0,699.0,206256.69,22329.23,11.0,5459.86,3.0,565.0,52.0,1.0,8.0,1.0,0.0,0.5,2019-10-27,2021-12-09,1.0,9.236657660937661,0.2222222222222222,61.04,0.094,5069.05,6.222222222222222,0,0,0,169.5,0,0,Low,Senior,20.0,22.69,0,0
Cust00049,46.0,Male,Chennai,5.0,3.0,0.0,0.0,683.0,88053.24,106087.55,68.0,8073.02,0.0,539.0,12.0,1.0,9.0,0.0,0.0,0.349,2015-02-24,2022-03-16,0.0,0.8299975822084475,0.5,25.24,0.1264,3466.15,7.666666666666667,0,0,0,0.0,0,0,High,Senior,25.0,16.85,0,0
Cust00050,19.0,Male,Delhi,11.0,1.0,1.0,1.0,619.0,181941.42,117507.9,75.0,4482.02,0.0,404.0,21.0,1.0,17.0,0.0,0.0,0.349,2023-01-30,2021-02-11,0.0,1.5483203399912688,0.08333333333333333,80.42,0.0633,4553.68,1.5833333333333333,0,1,0,0.0,0,0,High,Young,15.0,18.02,0,0
Cust00051,46.0,Female,Delhi,8.0,1.0,0.0,0.0,665.0,64596.67,48216.34,8.0,8652.52,0.0,597.0,23.0,1.0,7.0,0.0,0.0,0.349,2020-06-30,2022-02-15,0.0,1.3396979178030144,0.1111111111111111,25.46,0.0534,1971.32,5.111111111111111,0,1,0,0.0,0,0,Low,Senior,40.0,2.57,0,0
Cust00052,37.0,Male,Ahmedabad,8.0,3.0,1.0,0.0,659.0,93870.28,123765.15,49.0,6161.85,1.0,363.0,19.0,1.0,8.0,0.0,0.0,0.349,2018-03-23,2023-05-28,0.0,0.7584487357811486,0.3333333333333333,45.38,0.1315,3634.08,4.111111111111111,0,0,0,36.3,0,0,High,Mid-Career,25.0,18.38,0,0
Cust00053,33.0,Female,Kolkata,1.0,4.0,1.0,0.0,632.0,77292.72,12038.68,72.0,2379.39,0.0,2.0,41.0,1.0,13.0,0.0,0.0,0.349,2018-01-11,2021-09-10,1.0,6.41983175632575,2.0,45.82,0.1543,3217.8,16.5,0,0,0,0.0,0,0,Low,Mid-Career,35.0,13.79,0,0
Cust00054,50.0,Female,Hyderabad,3.0,1.0,1.0,0.0,633.0,142321.1,118983.34,8.0,9138.77,0.0,643.0,29.0,1.0,3.0,0.0,0.0,0.349,2017-02-18,2022-12-27,0.0,1.1961330373391994,0.25,45.58,0.0504,3813.74,12.5,0,1,0,0.0,0,0,High,Senior,40.0,4.69,0,0
Cust00055,55.0,Female,Mumbai,8.0,1.0,1.0,0.0,829.0,144563.24,132538.25,71.0,11877.32,0.0,506.0,36.0,1.0,20.0,0.0,0.0,0.349,2016-03-14,2022-06-26,0.0,1.0907202206138935,0.1111111111111111,45.72,0.0586,3940.19,6.111111111111111,0,1,1,0.0,0,0,High,Senior,50.0,4.53,0,0
Cust00056,54.0,,Bangalore,14.0,1.0,0.0,1.0,715.0,71287.47,88832.61,34.0,1423.88,0.0,152.0,28.0,1.0,8.0,0.0,0.0,0.349,2015-11-12,2023-01-08,0.0,0.8024830917036919,0.06666666666666667,60.56,0.0635,2195.32,3.6,0,1,0,0.0,0,0,Mid,Senior,15.0,8.71,0,0
Cust00057,31.0,Female,Pune,13.0,1.0,0.0,1.0,848.0,80084.22,67178.97,32.0,11044.78,0.0,363.0,36.0,0.0,26.0,1.0,0.0,0.597,2020-08-05,2021-04-21,0.0,1.1920847836043988,0.07142857142857142,35.72,0.062,2380.85,2.2142857142857144,0,1,0,0.0,0,1,Mid,Mid-Career,30.0,4.76,0,0
Cust00058,38.0,Male,Chennai,12.0,1.0,1.0,1.0,610.0,203956.56,75245.06,77.0,2424.72,0.0,25.0,35.0,0.0,15.0,1.0,0.0,0.604,2017-09-28,2023-11-09,0.0,2.710528099411451,0.07692307692307693,55.7,0.064,4804.36,2.923076923076923,0,1,0,0.0,0,1,Mid,Mid-Career,30.0,9.92,0,0
Cust00059,46.0,Male,Pune,3.0,4.0,0.0,1.0,643.0,212588.36,50849.67,77.0,14777.78,0.0,132.0,51.0,1.0,22.0,1.0,0.0,0.199,2019-08-07,2024-01-09,0.0,4.180640294414999,1.0,61.02,0.1631,6202.94,11.5,0,0,0,0.0,0,0,Mid,Senior,0.0,1011.7,0,0
Cust00060,55.0,Male,Chennai,7.0,1.0,1.0,1.0,543.0,87311.02,179985.07,65.0,10835.3,0.0,132.0,39.0,1.0,15.0,1.0,0.0,0.462,2020-09-09,2023-04-06,0.0,0.485098763476529,0.125,80.78,0.0568,2974.51,6.875,0,1,0,0.0,0,0,Premium,Senior,15.0,10.56,0,0
Cust00061,36.0,Male,Delhi,9.0,1.0,1.0,1.0,585.0,622.76,51538.75,63.0,1423.64,0.0,53.0,10.0,0.0,28.0,1.0,0.0,0.368,2023-07-05,2022-08-24,0.0,0.012083100907551938,0.1,55.2,0.0527,632.85,3.6,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,2.08,0,0
Cust00062,40.0,Female,Hyderabad,11.0,2.0,1.0,1.0,802.0,8821.91,127696.05,53.0,12264.87,0.0,327.0,13.0,1.0,27.0,1.0,0.0,0.387,2022-05-05,2022-03-01,0.0,0.06908468128277043,0.16666666666666666,80.26,0.0965,1609.87,3.3333333333333335,0,0,0,0.0,0,0,High,Mid-Career,0.0,155.35,0,0
Cust00063,28.0,Female,Hyderabad,2.0,1.0,1.0,1.0,608.0,156121.89,45350.9,67.0,4933.8,0.0,145.0,29.0,1.0,18.0,1.0,0.0,0.314,2017-12-30,2023-01-13,1.0,3.44245533263215,0.3333333333333333,80.58,0.0468,3753.18,9.333333333333334,0,1,0,0.0,0,0,Low,Young,25.0,6.76,0,0
Cust00064,26.0,Female,Bangalore,2.0,1.0,1.0,1.0,804.0,7081.51,75245.06,30.0,3172.8,1.0,723.0,22.0,1.0,16.0,1.0,0.0,0.156,2016-05-09,2022-08-11,0.0,0.09411137274164255,0.3333333333333333,80.44,0.0433,874.34,8.666666666666666,0,1,0,72.3,0,0,Mid,Young,25.0,1.46,0,0
Cust00065,53.0,Female,Pune,8.0,4.0,1.0,0.0,551.0,19214.96,155493.14,40.0,11608.8,2.0,565.0,15.0,1.0,25.0,0.0,0.0,0.349,2015-06-13,2022-08-03,0.0,0.12357353145269653,0.4444444444444444,45.3,0.1681,2722.36,5.888888888888889,0,0,0,113.0,0,0,Premium,Senior,25.0,17.6,0,0
Cust00066,60.0,Male,Bangalore,15.0,2.0,1.0,0.0,566.0,20966.0,90439.63,25.0,8073.02,0.0,125.0,30.0,0.0,20.0,1.0,0.0,0.093,2016-11-21,2023-05-01,0.0,0.23182058771594138,0.125,20.6,0.1014,1661.81,3.75,0,0,0,0.0,0,0,Mid,Senior,35.0,4.68,0,0
Cust00067,41.0,Male,Hyderabad,10.0,3.0,0.0,0.0,623.0,73350.23,86466.29,33.0,10381.6,0.0,106.0,20.0,1.0,16.0,0.0,0.0,0.349,2020-09-07,2022-01-13,0.0,0.8483003225844131,0.2727272727272727,25.4,0.1329,3116.69,3.727272727272727,0,0,0,0.0,0,0,Mid,Mid-Career,25.0,15.93,0,0
Cust00068,55.0,Male,Chennai,9.0,1.0,1.0,1.0,645.0,68761.23,36736.84,16.0,6141.84,0.0,88.0,20.0,0.0,27.0,0.0,0.0,0.349,2020-12-18,2023-03-13,1.0,1.871673184923229,0.1,55.4,0.0545,1983.59,5.5,0,1,0,0.0,0,0,Low,Senior,15.0,6.76,0,0
Cust00069,47.0,Female,Mumbai,7.0,2.0,1.0,0.0,724.0,27333.62,31973.3,49.0,8847.81,0.0,464.0,59.0,1.0,10.0,0.0,0.0,0.349,2015-01-15,2023-02-06,0.0,0.8548621861932865,0.25,46.18,0.0878,1563.04,5.875,0,0,1,0.0,0,0,Low,Senior,35.0,3.81,0,0
Cust00070,34.0,Male,Mumbai,0.0,3.0,1.0,1.0,686.0,18616.26,86916.58,3.0,5089.22,0.0,321.0,20.0,0.0,12.0,0.0,0.0,0.349,2019-11-11,2025-03-21,0.0,0.2141829075314798,3.0,55.4,0.1161,1970.88,34.0,0,0,0,0.0,0,0,Mid,Mid-Career,10.0,20.8,0,0
Cust00071,47.0,Male,Delhi,9.0,1.0,1.0,1.0,617.0,115694.43,133327.7,29.0,7128.1,1.0,363.0,38.0,1.0,2.0,0.0,0.0,0.349,2018-12-05,2023-08-08,0.0,0.8677383789086669,0.1,80.76,0.059,3318.48,4.7,0,1,0,36.3,0,0,High,Senior,15.0,12.24,0,0
Cust00072,62.0,Male,Ahmedabad,13.0,2.0,0.0,0.0,639.0,219232.84,53071.9,14.0,8073.02,0.0,529.0,23.0,1.0,17.0,0.0,0.0,0.349,2017-02-19,2021-08-23,1.0,4.130786898775081,0.14285714285714285,25.46,0.103,5477.67,4.428571428571429,0,0,0,0.0,0,0,Mid,Retired,35.0,15.67,0,0
Cust00073,42.0,Female,Pune,1.0,1.0,1.0,1.0,624.0,4340.08,163317.17,69.0,868.55,3.0,525.0,53.0,1.0,25.0,1.0,0.0,0.429,2017-11-27,2025-01-02,0.0,0.026574385446518287,0.5,81.06,0.0444,1148.76,21.0,0,1,0,157.5,0,0,Premium,Mid-Career,35.0,1.42,0,0
Cust00074,62.0,Female,Mumbai,2.0,1.0,1.0,1.0,577.0,11433.96,75245.06,40.0,10231.55,2.0,211.0,59.0,1.0,20.0,0.0,0.0,0.349,2018-04-16,2024-08-27,1.0,0.1519542684361148,0.3333333333333333,81.18,0.0438,1031.97,20.666666666666668,0,1,0,42.2,0,0,Mid,Retired,35.0,1.26,0,0
Cust00075,18.0,Male,Kolkata,13.0,2.0,1.0,0.0,650.0,82214.44,84175.68,29.0,937.65,4.0,204.0,16.0,1.0,27.0,1.0,1.0,0.215,2023-09-04,2021-06-24,0.0,0.9766890307386797,0.14285714285714285,45.32,0.0996,2790.37,1.2857142857142858,0,0,0,81.6,0,0,Mid,Young,35.0,7.72,0,0
